processed_text_gpt_lematizado,count
mãepuncionado,1
decadronsegue,1
cuidadosacbrnfapmv,1
sraabddoloroso,1
direitaeliminações,1
espontaneascom,1
periodossvvpammhgfcbpmfrrpmtdxmgl,1
administrativohs,1
emergencias,1
andreiahs,1
alturacm,1
otalgiaalergias,1
recorrer,1
diador,1
febregestante,1
comprometendoa,1
tividades,1
lençóish,1
claroh,1
gtth,1
escuroh,1
intercorrênciasana,1
carrara,1
alérgicamedicações,1
noiteexame,1
mmssdmuc,1
aloperinol,1
chaaap,1
ssaab,1
ttmento,1
similares,1
hiperpotassemia,1
triagemacomodado,1
macapaciente,1
encontraseagitadoorientadocontactuandoeupneico,1
aareferindo,1
msdcomunicado,1
semese,1
posproced,1
serohématico,1
quezia,1
costaenfermeiroa,1
intensificados,1
questões,1
acadêmicas,1
ocasiona,1
prejuízos,1
financeiras,1
realizarealizou,1
resiliente,1
ressalta,1
queixasant,1
hipotireoidimsmo,1
identificaçãoqueda,1
disponiveis,1
hastransferida,1
leansi,1
cobrado,1
pompeu,1
ortopediacd,1
filgastrim,1
xdepressão,1
escitalopramsinais,1
apoios,1
chao,1
osmair,1
exudativos,1
concordaaltastatus,1
suspendida,1
divisional,1
anterosuperior,1
segundaquartasexta,1
hemodinamicamante,1
salbutmolmedicação,1
gpltamenorreia,1
agostoassintomaticadeseja,1
tratadaprima,1
anualpaciente,1
diarreiarefere,1
passadohd,1
gastritecd,1
bacilaravf,1
seor,1
jelc,1
fraldamassagem,1
mêsnega,1
localizatórioconduta,1
isquemicas,1
agudasao,1
plaplação,1
ansiedadeprescrito,1
posteriorprocuro,1
menstruais,1
rmpf,1
preoperatorio,1
kathleen,1
neega,1
elastica,1
bipodalica,1
intercrrência,1
nefrosclerose,1
diamantina,1
inapta,1
inconclusiva,1
trâncisto,1
diafunção,1
líquio,1
intrapericárdico,1
evasivamente,1
binf,1
cinética,1
fosfatemia,1
estaveiscamila,1
direitacamila,1
acompanhantecamila,1
mcpmcamila,1
tranquilamentecamila,1
plantãocamila,1
retornotc,1
craniodiscretas,1
supratentorialpodendo,1
fenomenos,1
isquemicosexames,1
negativosangue,1
cddiscuto,1
neurohdmigranea,1
queixasefn,1
deficitshpp,1
ndncd,1
hipoecogenicosem,1
períferico,1
dooplertirads,1
suegstiva,1
cdicaden,1
diasao,1
ccom,1
plantaome,1
ndnag,1
yptypna,1
puntiforems,1
descrtita,1
bcisto,1
altmama,1
bbnodulo,1
concluido,1
comaprece,1
ainesaphas,1
dialisecrea,1
mumificado,1
pulseiira,1
identificacação,1
juarez,1
rafi,1
tnz,1
medicorefere,1
intermediorx,1
buc,1
orientçaoesfortalecimento,1
dorrico,1
isaac,1
younis,1
salama,1
alatawna,1
cmrped,1
llab,1
hepaica,1
tireoideano,1
ferrti,1
vitiligo,1
geraisdieta,1
hipermiada,1
meidcações,1
lla,1
programaçaõ,1
resoluçlão,1
neuropeatia,1
receberam,1
neoplásicasrefere,1
aerolincriança,1
quimios,1
bilateralmenteacvbrnf,1
globso,1
livreext,1
pulsoscheios,1
palapveis,1
bilateralmentegenitálias,1
masculinas,1
mercapto,1
mtxcp,1
coppini,1
enfermagemmedicado,1
afonica,1
prediabetesmedicamento,1
marevamexame,1
sinot,1
decadronaltiva,1
qsde,1
gestanteg,1
pnig,1
recordaig,1
maconhaasma,1
ombrosem,1
dorsinais,1
tramadolamp,1
adaptouse,1
curvelo,1
miehpma,1
anuria,1
eosinofilos,1
basofilo,1
linfocito,1
monocito,1
bifásica,1
glaucomasem,1
coliriosoctgclcfn,1
afilada,1
odcvesc,1
arc,1
aobio,1
cica,1
paaforientações,1
movimentarse,1
amulatório,1
psgots,1
comorbidadesmedicação,1
apoiar,1
formada,1
aopiofoxx,1
retinografia,1
paquimetria,1
hdpneumoniaantecedentes,1
hipotiroidismoalergias,1
integraabdome,1
rhadieta,1
periodosistema,1
sanitariosistema,1
garanta,1
relta,1
epixtaxis,1
orientadoar,1
palpaveismmii,1
rinosinusite,1
condutaatb,1
encaminhadda,1
glifagehas,1
gpnc,1
amama,1
necesidades,1
sintoimas,1
sangramentopouco,1
prencho,1
denguesolicito,1
dengueatestado,1
comorbidadesgastrite,1
corpoinicio,1
creatin,1
urocult,1
médicoorientadodeambulandocontactuandorealizo,1
medicamentosaacomodo,1
boxpara,1
imcom,1
qsedsem,1
intercorrênciashoriento,1
tossenega,1
alteraçõesoroscopiahiperemia,1
ontos,1
esquistossome,1
esquistossomose,1
estacionaria,1
angelita,1
aferindo,1
move,1
irritratil,1
euniceem,1
acdeitaçao,1
rnmexame,1
lotecdanalgesiaguia,1
pelvealta,1
regularizacao,1
qdealta,1
okexplico,1
acamadointeragindo,1
fiddiurese,1
mmsssendo,1
reparil,1
queixasaos,1
cardiorrespiratoria,1
adrenalinas,1
gaosmetria,1
momemento,1
numéricapeso,1
reconsultor,1
cudados,1
fotofonia,1
fonofobiaalérgica,1
aminofilinassvv,1
bpmmeg,1
chaaaedor,1
traqueias,1
respirador,1
mcgcd,1
neghativo,1
hdaira,1
hidralalina,1
comorbibades,1
exteriorizado,1
órdem,1
mieaguarda,1
novalgina,1
hiperglicêmico,1
flagrada,1
amissão,1
ambiiente,1
independência,1
acinaótico,1
seguintesn,1
auscuta,1
preveas,1
opita,1
tinsp,1
gasoametria,1
hematicos,1
lombarlasegue,1
lombalgiaescoliose,1
ainemaxpar,1
quervain,1
significativoscd,1
secamantenho,1
czx,1
clfx,1
infecçção,1
cibele,1
chaapaciente,1
condutadecadron,1
psicotrópicos,1
equivalentesuspensoatenolol,1
voprotocolo,1
ouvidp,1
pyridium,1
arteriafemoral,1
alergíco,1
calmoconscienteorientadopouco,1
comunicativopouco,1
aníctericocolaborativo,1
salínizado,1
píco,1
híperglicemia,1
demasíados,1
algía,1
mmmi,1
corrígido,1
stamp,1
oaescoliosesobrepesomu,1
tylexanticoncepcionalsaps,1
telefonico,1
marcador,1
miocardicaexames,1
laboratoriaiscpk,1
brdeexame,1
físicoig,1
acianóticaar,1
scp,1
bpmabd,1
flcido,1
aquecidasneurológico,1
ifrcd,1
cineangiocoronariografia,1
travadasgrades,1
adepaferido,1
camapaciente,1
adepsegue,1
leitoacompanhada,1
etilismoexame,1
monilíasesangramento,1
mantedo,1
antibioticoterpia,1
crostasao,1
examecalma,1
hidratadapele,1
melicéricas,1
cervicalrcrt,1
beeb,1
tecsmvsimétrico,1
desconfortoabdomen,1
lavachi,1
inseco,1
flogosis,1
hiperemiado,1
dirno,1
ciánótica,1
assincrônica,1
respaldo,1
laringêo,1
farley,1
rolhas,1
reintubada,1
normalização,1
dano,1
comesó,1
leitevacinas,1
okp,1
kga,1
cmexame,1
nlrefere,1
nascimentonão,1
acompanhouap,1
nloto,1
hemólise,1
desacoplo,1
bolsavalvamáscara,1
aespassistolia,1
ressuscitação,1
compressões,1
pee,1
mphipótese,1
rute,1
olegar,1
mgdlpaciente,1
gilbert,1
evenfermeira,1
cientedormindo,1
solucao,1
gluconao,1
revaliacao,1
faringalgia,1
nlexame,1
og,1
vanildo,1
delgadas,1
filhoshipótese,1
jantarsolcito,1
diminutas,1
suprarrenais,1
excreção,1
retroperitônio,1
condutamantido,1
jejumavaliada,1
nasogastrica,1
tropeçado,1
cefaia,1
dsuria,1
normalastenia,1
inocentesinais,1
ecd,1
ejjum,1
aspiraçãon,1
esposaem,1
satisfatóriodormindo,1
balanceio,1
cabeçarestringido,1
dsl,1
sudorose,1
casanega,1
chaacdsolicito,1
pssolicito,1
mapade,1
normotérmica,1
nãofotorreagentes,1
irregulare,1
inferoiores,1
físicodum,1
dold,1
foliculares,1
einf,1
estri,1
atgo,1
rtst,1
te,1
tabagistaalergia,1
penicilinaatb,1
ceftriaxonatev,1
prostáticapaciente,1
dse,1
ereçãotraz,1
desprezívelcd,1
tadalafilaseguimento,1
apretandnqo,1
audro,1
calafrionega,1
demis,1
hdahpp,1
pir,1
meningeoscabeça,1
globsem,1
estarconduta,1
familiara,1
miesquerdo,1
reistécnicoa,1
quimadura,1
nlsnc,1
exsecocalceos,1
focaismotores,1
horasqueixa,1
miesquerdoalergias,1
truama,1
mieconduta,1
elergia,1
desabultamol,1
laboratoriaisaguardo,1
eructacoes,1
plentiude,1
condutaesogastro,1
diasorientacoes,1
sfa,1
hidratda,1
ambiete,1
dtnfol,1
nildesalbete,1
psanamnesemotivo,1
prandialestado,1
geralcabeçapescoço,1
anormalidadespulmonar,1
anormalidadescardiaco,1
anormalidadesabdome,1
anormalidadesrenal,1
negativovascular,1
anormalidadesneurologico,1
anormalidadesoutros,1
beglúcido,1
autohigienizado,1
auxílioaparentemente,1
arefere,1
tnmx,1
conformar,1
inestigado,1
tratamentode,1
metastática,1
sensaçaõ,1
subepiteliais,1
odhd,1
adenoviral,1
florate,1
papaguaio,1
familiartia,1
toxicidadesnega,1
edemasmama,1
palpávél,1
qim,1
alteraçoescintilografia,1
suspeitapetct,1
hiperconcentração,1
emnódulo,1
areola,1
atividadelinfonodomegalias,1
secundárionódulos,1
dirigidacolonoscopia,1
coloscopia,1
normailidade,1
dolroso,1
fidfie,1
ibuprofenosem,1
marchahasnega,1
necessárioatestado,1
genu,1
sensibilidades,1
endometriosehipovitaminose,1
glico,1
milfe,1
edia,1
sincronicos,1
tiroide,1
condutaoptado,1
englobe,1
xelox,1
tclesolicto,1
radioterapiafara,1
xeloxpetct,1
seguimentosegue,1
pilomidal,1
masco,1
paixão,1
trmadol,1
analconduta,1
semrinite,1
tampadossem,1
medcotonete,1
anoexcerumerest,1
okcdfexonasonex,1
disporcardio,1
octagenaria,1
necessdiade,1
suspnso,1
cardiolgoia,1
hospitalartermino,1
clavulinencaminho,1
vasular,1
infraumilical,1
intermintente,1
pereveas,1
observção,1
jéssyca,1
etosse,1
mesescongsetao,1
nasaltem,1
nasalnaso,1
multilobar,1
monlevade,1
hemoptoicos,1
pneumopatias,1
cobrar,1
impressões,1
intrapulmonar,1
glifagejanuvia,1
iniciadoeletrocauterização,1
denevo,1
piogenico,1
marcele,1
altaalergias,1
físicoteve,1
gelol,1
psqpaciente,1
ansiedadeem,1
diasconduta,1
motorar,1
tranferido,1
lucp,1
tomografiaarea,1
hipoatenuante,1
recentecdinternação,1
hospitalaravaliação,1
tvpdisartria,1
caut,1
intercorrenciaslesao,1
ogretorno,1
antapendicectomia,1
previaevolução,1
acianoticonega,1
alergiadurante,1
dora,1
agressão,1
vascularna,1
custopedi,1
diagnósticohasfa,1
paroxísticaoaosteopenia,1
usoaradois,1
hatenolol,1
hvatis,1
ambulatorioorl,1
maxidrate,1
seguimentoexame,1
drmaria,1
drah,1
coagulogramah,1
medicaçãorasmachado,1
tesp,1
quimioterapiaap,1
hieprcalórico,1
ehiperproteico,1
minutosicc,1
nsabe,1
igipoa,1
leporino,1
viuva,1
caract,1
maleólo,1
lipossubst,1
ventilatóriodependente,1
hiperfluxo,1
vmgext,1
plenadiosmin,1
vosem,1
ambulatorialcm,1
torácia,1
mgrivaroxabana,1
xvast,1
noiteartico,1
glucosamina,1
condroitina,1
manivasc,1
manidipino,1
enfisematoso,1
xxx,1
dúvidasforneço,1
autorizadoalta,1
laboratorioecgprotocolo,1
conforte,1
leitocalmocontactuanteorientadodeambula,1
auxílioem,1
flogísticosaceitou,1
oferecidamantendo,1
elevadasacompanhado,1
laboratoriaismedicado,1
queimacao,1
amais,1
sessõessemana,1
médiadia,1
icodextrina,1
alumínio,1
hiperémica,1
valtrez,1
geriátrico,1
zanidip,1
alfapoetina,1
ampliou,1
catecolaminas,1
geraisintroduzo,1
atborieno,1
dadosrealizo,1
miefeito,1
sfapós,1
vascularrayongaze,1
faixacliente,1
ombroecg,1
nlavaliação,1
ombroelevação,1
paassintomáticaao,1
apendsectomia,1
bromopida,1
repic,1
ivanilda,1
ísquio,1
faf,1
quadrilglúteo,1
fistulos,1
esqerda,1
taciana,1
exsuadto,1
drenante,1
datavolume,1
dietashs,1
eleandro,1
guedestécnicoa,1
intercorrênciasriento,1
roselene,1
diaintolerâncias,1
gastrintestinais,1
hidroxizine,1
medicaaferido,1
lmaem,1
aerrossóis,1
etilistaalergia,1
gastrintestinal,1
musculoesqueletico,1
algicoorientado,1
conssultorio,1
lauriene,1
nauaseas,1
reguiao,1
itunefrolitiaseconduta,1
louene,1
thomaz,1
toracocentese,1
diagnotica,1
quilos,1
labotorias,1
atrasdo,1
pptorocolo,1
condulat,1
predomino,1
fcxmin,1
xminexame,1
carapicuibarefere,1
agudizadamu,1
edemapulsos,1
geraissintomaticososa,1
calmaconsciente,1
médicanega,1
stela,1
repulcionado,1
recusamedicação,1
tuberosidade,1
continuohd,1
acorod,1
mesogastrio,1
jejunostomia,1
infundidos,1
vieiratécnicoa,1
dermatofibromas,1
hiperdinamico,1
tireotóxica,1
alteraçõescoclasse,1
condutaorientaçãodieta,1
estilete,1
suturahoje,1
soltou,1
finda,1
contempla,1
antecedentesalergianega,1
continuidadeavaliar,1
radiografica,1
madrugadah,1
elevadodormindo,1
upneica,1
pessoaiscolecistectomia,1
compareço,1
venture,1
fonoarticulatórios,1
ralo,1
eficiente,1
sincronismo,1
cansando,1
laringeaaspiração,1
costureira,1
aposentadacognição,1
preservadafuncionalidade,1
independentehumor,1
eutímicosono,1
manutençãoativ,1
xdor,1
ciatalgiaquedas,1
negacv,1
negahi,1
creuza,1
adeventicios,1
acianoitoc,1
eupneicoac,1
normalotoscopia,1
nâuseas,1
fatos,1
migraneacd,1
psq,1
atenderá,1
pruridos,1
hipertireoidismohasdermatite,1
condutasolciito,1
examesreotrno,1
examesencmainho,1
mmhgexames,1
apareça,1
condutadiprospan,1
agorasintomatico,1
receitaorientações,1
mltemperatura,1
minacesso,1
favisolamento,1
isa,1
aidumhoje,1
traciono,1
orofaringea,1
tosseinício,1
eforoscopia,1
sintomatiocs,1
interorreu,1
enfermegam,1
setralinafluoxetinaquetiapiana,1
sinvastina,1
mets,1
daquelas,1
requeridas,1
simao,1
dilatada,1
socialevolução,1
socialconduta,1
cristhiane,1
aruaste,1
cress,1
integrahipótese,1
prednisolonastatus,1
pifrdisártrico,1
agudashemorrágicastc,1
agudashemorrágicas,1
alerações,1
condutamedidas,1
avcsem,1
neurocirúrgica,1
neurológicaalta,1
neurocirurgiana,1
psgohpma,1
cefaleiadon,1
estertoresabdome,1
normotensoextremidades,1
roseni,1
leiteenfermeiroa,1
alimrentar,1
quantificadaasmatico,1
clenilnega,1
esfoeço,1
satobrnf,1
altasintomaticosoriento,1
irdido,1
eposo,1
primigestaigcr,1
dumigus,1
crônicaalergia,1
piridiumnega,1
viciosao,1
imperviocd,1
analgesiaatesto,1
chuva,1
querdo,1
medicaçãorelata,1
mpiora,1
sintomaspaciente,1
mediaçõesnega,1
retocele,1
consulto,1
prg,1
endo,1
abtt,1
dnd,1
pedi,1
fibrinogenio,1
atendimentohpma,1
frequentando,1
escolaef,1
biozinc,1
conordante,1
pleuroscopia,1
crmba,1
estomaterapiapaciente,1
intergluteo,1
iregulares,1
mascerdas,1
principalcansaço,1
mesespuerperio,1
álcoolmusculação,1
físicoaltura,1
clínicoarhipofiv,1
femebion,1
bcfecocurvamilanta,1
loratadin,1
semanasconsienteorientadacontactuandoacomodada,1
elevadopulseiras,1
identificaçãocvp,1
aceitaçãonega,1
diabetehipertensãoalergia,1
medicaçãofunções,1
presenteorientada,1
quedachamar,1
acorada,1
ssvvem,1
irisdalva,1
ghh,1
tipicammii,1
eructação,1
popn,1
remover,1
pmpaciente,1
físicoadhipocorada,1
adndn,1
diagnósticaca,1
condutaao,1
oncologicodexilant,1
lesãoqueixa,1
adultoadmissaohorário,1
conscienteorientadosonolentaafebrilacianoticoanicterico,1
espontâneax,1
elevadoorientaçoes,1
recorreu,1
diagnosticou,1
palaciúria,1
coro,1
cardiologísta,1
valsartanahctz,1
físíco,1
hmcampo,1
micralb,1
acur,1
vird,1
arenais,1
corticomedular,1
easuroculta,1
orientadoaquanto,1
observaçãoadmitido,1
acetilcefurexima,1
multiplôs,1
drmarcus,1
rgeao,1
fisicoconsciente,1
anciosa,1
wandson,1
sebastiana,1
irpmdurante,1
mucglibenclamida,1
acinótico,1
estavelcom,1
pif,1
sangramentooriento,1
queixashu,1
xvisão,1
okaudição,1
okvacinas,1
físicobrnf,1
raexames,1
mundet,1
scaglioneenfermeiroa,1
aparentesac,1
tcsc,1
livresar,1
agudatomografia,1
fisioclubaulas,1
meloxicansolicito,1
preservadascardiológico,1
expansibilidadegastrointestinal,1
bst,1
redutoras,1
clilindros,1
granulosos,1
hcai,1
gv,1
globulos,1
devio,1
granulokine,1
uzo,1
loosartana,1
expasibilidade,1
guiomar,1
corizafebretosse,1
queixasapnega,1
comorbidadesmucnegadesconhece,1
esquerdoapmv,1
raabdinocente,1
extausencia,1
edemasausencia,1
empastamentoneuroglasgow,1
pifrausencia,1
motoreshdpnm,1
cdraio,1
toraxretorno,1
ediana,1
mseaferido,1
hsretirado,1
acessoconversa,1
hacompanho,1
hodpital,1
familiarconferido,1
cirurgiasencaminhado,1
barrientos,1
abaixoap,1
matida,1
levecomorbidades,1
levecd,1
elevaods,1
acompanahante,1
vagner,1
vigl,1
bifrontal,1
constitucional,1
depositado,1
parapiélicas,1
uncinado,1
acolhimetno,1
georgia,1
fleet,1
kesia,1
rosin,1
eide,1
neuropsicologica,1
entensopatia,1
aparritmia,1
desatenação,1
covidem,1
mcgtsh,1
vitmina,1
normalcreat,1
normalhepatite,1
mencionar,1
dentehd,1
vaginalcd,1
repetiçãohpma,1
trtamento,1
crõnica,1
nefrectomiaalergias,1
dsc,1
singhle,1
hair,1
unit,1
anaphase,1
gonartsoe,1
osteortersoe,1
vançada,1
lpatelo,1
tibio,1
toal,1
lmenisco,1
extrusao,1
meisco,1
copressao,1
ligamanto,1
aterio,1
indicçaao,1
tortal,1
lpprescrito,1
bemov,1
cur,1
toragesic,1
psgonao,1
grdaes,1
elevadasmeta,1
begglasgow,1
concienteorientadaeupneica,1
aahipocoradaanictericaacianoticacontactuadeambula,1
presntes,1
dejejumantibiotico,1
rocefim,1
metronindazol,1
nitificação,1
buscativa,1
cplastica,1
realizadosnoturno,1
deficitária,1
iniciiado,1
cnlmin,1
cardiologiafa,1
previopos,1
artodese,1
quadrilcompensada,1
diafazer,1
ambulatorialsem,1
medicadicada,1
hsbhpma,1
andreiafilha,1
desmaiado,1
siflis,1
pqcd,1
reestabelecer,1
colecistolitíase,1
quantidde,1
colangioressonância,1
nã,1
falas,1
parrarenal,1
goteria,1
parietocolica,1
prcesso,1
aminas,1
armurmurio,1
possibidade,1
articulação,1
ativamenteseguintes,1
bpmpa,1
dembulaçao,1
intecorrncia,1
urináriopulmonar,1
antecedentespaciente,1
dai,1
tanabe,1
tarcisio,1
valdir,1
kaftan,1
ermerson,1
sincopeap,1
desconheceao,1
spor,1
pífr,1
lcuido,1
intestinohisterectomiacolecistectomiacirurgia,1
telacirurgia,1
contensão,1
oaciente,1
mutuo,1
pegajosa,1
espástico,1
resgato,1
msala,1
margareth,1
dionysio,1
bertoli,1
maura,1
dexametason,1
extraçao,1
dentariahemograma,1
chaaaconduta,1
estendo,1
supino,1
chaaasem,1
toraxconduta,1
enfermageconferência,1
pulseiraetiquetax,1
paiconferidoeorientado,1
demedicação,1
punçãon,1
xjelco,1
hipremia,1
pirydium,1
psps,1
acomodad,1
adornostrouxe,1
mediado,1
psicologiahpp,1
negap,1
sedentáriabeg,1
depressãocd,1
psicologiainciio,1
cpneo,1
vemcom,1
ivastomografia,1
alteraçõeshemograma,1
toracicaamigdalite,1
cistomia,1
tamiles,1
eclapsiapo,1
hig,1
condutasrealizado,1
prescriçãoverificado,1
albano,1
anosefluvio,1
aagalergias,1
laboratoriasretorno,1
potangioplastia,1
coronáriana,1
sucessoiam,1
antechas,1
dacnega,1
neurológicorass,1
cardiovascularac,1
bpmbhglicemia,1
respiratórioventilação,1
volu,1
cuidadossistema,1
claroml,1
evoluçãoacamado,1
ketamina,1
tratamentovancocinemia,1
resultadoriscosinfecçãoquedabroncoaspiraçãometasdesmame,1
drogasvigilância,1
infecciosamarta,1
assitencias,1
endartyerectomia,1
fmgivmie,1
realto,1
íliaca,1
manupulação,1
acordadaorientadacontactuante,1
hidratadamantem,1
bilateralacesso,1
perifeiro,1
vesicoientinais,1
banheironega,1
plasilprenchido,1
informaçoes,1
proximaverificado,1
jonathan,1
ozempiccd,1
deuse,1
físicopesokg,1
perolada,1
exsudação,1
normohidratado,1
segshd,1
ivasalta,1
dispenai,1
mhipótese,1
eutróficoconduta,1
cervicalgiatc,1
uncoartroselombalgia,1
acupunturaalergias,1
centromedianas,1
kghipótese,1
altastatus,1
topiranmato,1
psatendido,1
honorato,1
leitodecubito,1
siemtrico,1
aferrido,1
necessesario,1
calmoacordadocontactuandodeabulando,1
auxilioacomodado,1
elevadase,1
travadasem,1
aacom,1
acompanhantenega,1
dmhasalergiachecado,1
direitacom,1
mlhsdreno,1
esquerdafaz,1
fraldaoriento,1
murhpy,1
compostoreavaliação,1
afebriloroscopia,1
infecciososotoscopia,1
mebrana,1
peritonitemmii,1
semig,1
medicaçãonega,1
aaaau,1
biaminiotomia,1
suportando,1
postergar,1
sepseitu,1
recorrendo,1
constatram,1
medicadacom,1
ceftiaxona,1
ehidratação,1
pradaxa,1
entorno,1
ax,1
ecoriações,1
segida,1
cosnciência,1
enfermariatem,1
positivas,1
colhidas,1
leucocitútia,1
protclo,1
spese,1
eacrescento,1
sepsepotássio,1
tpinr,1
dentroabaixo,1
acompanhamemento,1
acrescento,1
acrílicas,1
bombas,1
admistrado,1
horo,1
repassa,1
responsaveis,1
goestécnicoa,1
psreavalio,1
ânuglo,1
medicaçãonão,1
loteap,1
alteraçõesgenital,1
snoriento,1
sincopealta,1
cocordantes,1
gpcap,1
beglchaa,1
cardiofrênico,1
cdclavulin,1
sintomáticossolicito,1
tóraxoriento,1
reavaliaçãooriento,1
médicaprocedimento,1
poercebdio,1
indepedente,1
njo,1
hasef,1
normaiscd,1
questionei,1
class,1
medicauso,1
irbesartana,1
emprol,1
almoçoclopidogrel,1
almoçoruva,1
jantarvildagliptina,1
atte,1
estimas,1
epilepsiamedicamento,1
hiodroclorotiazioda,1
edemasa,1
localiza,1
linea,1
forçados,1
esquerdaconduta,1
vitaminoterapiastatus,1
juniorenfermeiro,1
katicilene,1
dmhasdlparritmianodulo,1
medcarvedilol,1
apressolinafurosemidalixinalosartanametformina,1
edistride,1
clerance,1
tsg,1
microal,1
ngativs,1
xxtirads,1
cçerance,1
hbgconduta,1
estéristripenfaixamento,1
kassia,1
sayonara,1
pimhistória,1
enfermagemnega,1
mãemãe,1
van,1
aproveita,1
subepicardica,1
préviosiam,1
and,1
canadense,1
eupnéicogl,1
livresúltimos,1
compromisso,1
inadiável,1
ins,1
antecedentesjejum,1
asssintomática,1
microalculos,1
xxxxviii,1
venfalaxina,1
dorsalgiaevoluindo,1
controlesdreno,1
procineticos,1
agogpnemac,1
vasectomiadum,1
nenhumcirurgias,1
depresiva,1
sposem,1
cmdnpm,1
adequadosem,1
comorbidadesvacinas,1
diariocd,1
colicistete,1
ectopicadsts,1
miuoma,1
condutainicio,1
continuooriento,1
cirurgiasolicito,1
anthipertensivoqueixa,1
clindaminicina,1
jehenifer,1
absesso,1
medicatec,1
enfermagemsadt,1
abdomepelve,1
deambulandoconfirmo,1
infantildiz,1
obesidadeex,1
observaçã,1
protocoo,1
transferrencia,1
alteraçãommg,1
nrco,1
intraepitelial,1
resultadosinicio,1
fitoterapico,1
melatoninarotina,1
epicondilite,1
medialn,1
toriuxe,1
dircd,1
neplasia,1
retosigmoide,1
imediatamento,1
idenficação,1
transudato,1
rdnp,1
haluces,1
sfvp,1
sfdp,1
multiarterialbronquite,1
terbinafinaprescrevo,1
osteossinte,1
cefalomedular,1
acordadaconciente,1
colaborativaem,1
desempenhar,1
morbidamedicamento,1
atest,1
psrx,1
velamentoprescrevo,1
especialistaap,1
negahd,1
ombrocd,1
sintomaticosatestadoalta,1
mec,1
rmsafdpcd,1
maçosani,1
disscção,1
fotoreagentessistema,1
intensivossistema,1
expansibilidadesistema,1
papagaiosistema,1
sanguinolentosistema,1
leitoaguarda,1
rntaigfmdhegapresentação,1
pélvicasem,1
queixasame,1
eutrofica,1
desparamentação,1
disíúria,1
hematurianega,1
queixasalérgica,1
benzetacilmuc,1
clonazepamnega,1
anexoalergias,1
negaproposta,1
maristela,1
andrezza,1
grhrisco,1
invasivosrisco,1
enfermagemmonitoramento,1
dorcontrole,1
vitaisprevenção,1
invasivosproporcionar,1
executados,1
transferênciahs,1
aprovado,1
mirelihs,1
etilismosinais,1
proença,1
concluído,1
monitora,1
pnestil,1
ecocolordopplercardiograma,1
protrombina,1
pneumológica,1
mallmapati,1
cetoconazolbolado,1
